,xgboost_conditional
2016-05-17 13:00:00,80.57157135009766
2016-05-17 14:00:00,79.4969482421875
2016-05-17 15:00:00,85.57762908935547
2016-05-17 16:00:00,90.18386840820312
2016-05-17 17:00:00,160.3267822265625
2016-05-17 18:00:00,165.52349853515625
2016-05-17 19:00:00,128.29246520996094
2016-05-17 20:00:00,93.21125030517578
2016-05-17 21:00:00,75.64814758300781
2016-05-17 22:00:00,64.03225708007812
2016-05-17 23:00:00,59.71348571777344
2016-05-18 00:00:00,62.306549072265625
2016-05-18 01:00:00,58.94459915161133
2016-05-18 02:00:00,53.13221740722656
2016-05-18 03:00:00,56.83332824707031
2016-05-18 04:00:00,54.77370071411133
2016-05-18 05:00:00,65.91193389892578
2016-05-18 06:00:00,64.6985855102539
2016-05-18 07:00:00,83.94269561767578
2016-05-18 08:00:00,106.8693618774414
2016-05-18 09:00:00,109.67117309570312
2016-05-18 10:00:00,118.75764465332031
2016-05-18 11:00:00,107.66761016845703
2016-05-18 12:00:00,108.49886322021484
2016-05-18 13:00:00,96.84501647949219
2016-05-18 14:00:00,98.75316619873047
2016-05-18 15:00:00,83.1439437866211
2016-05-18 16:00:00,89.46941375732422
2016-05-18 17:00:00,150.21954345703125
2016-05-18 18:00:00,186.16079711914062
2016-05-18 19:00:00,161.41839599609375
2016-05-18 20:00:00,134.07810974121094
2016-05-18 21:00:00,82.01862335205078
2016-05-18 22:00:00,56.96547317504883
2016-05-18 23:00:00,52.83811569213867
2016-05-19 00:00:00,52.01078414916992
2016-05-19 01:00:00,54.04112243652344
2016-05-19 02:00:00,53.85342025756836
2016-05-19 03:00:00,53.69741439819336
2016-05-19 04:00:00,56.34180450439453
2016-05-19 05:00:00,57.81170654296875
2016-05-19 06:00:00,59.33720016479492
2016-05-19 07:00:00,64.25819396972656
2016-05-19 08:00:00,76.6097640991211
2016-05-19 09:00:00,87.24654388427734
2016-05-19 10:00:00,85.60839080810547
2016-05-19 11:00:00,89.89087677001953
2016-05-19 12:00:00,85.38740539550781
2016-05-19 13:00:00,88.34872436523438
2016-05-19 14:00:00,91.83979797363281
2016-05-19 15:00:00,98.30667877197266
2016-05-19 16:00:00,102.72095489501953
2016-05-19 17:00:00,161.6403350830078
2016-05-19 18:00:00,187.27207946777344
2016-05-19 19:00:00,117.50005340576172
2016-05-19 20:00:00,128.074951171875
2016-05-19 21:00:00,87.47132110595703
2016-05-19 22:00:00,59.10664367675781
2016-05-19 23:00:00,51.56406784057617
2016-05-20 00:00:00,50.764217376708984
2016-05-20 01:00:00,51.12682342529297
2016-05-20 02:00:00,51.242488861083984
2016-05-20 03:00:00,52.561927795410156
2016-05-20 04:00:00,52.54724884033203
2016-05-20 05:00:00,73.65167999267578
2016-05-20 06:00:00,111.87284088134766
2016-05-20 07:00:00,164.3883819580078
2016-05-20 08:00:00,240.24676513671875
2016-05-20 09:00:00,243.45474243164062
2016-05-20 10:00:00,223.3396759033203
2016-05-20 11:00:00,248.82315063476562
2016-05-20 12:00:00,228.12362670898438
2016-05-20 13:00:00,179.17706298828125
2016-05-20 14:00:00,201.35818481445312
2016-05-20 15:00:00,169.04409790039062
2016-05-20 16:00:00,198.0182647705078
2016-05-20 17:00:00,197.07484436035156
2016-05-20 18:00:00,218.40428161621094
2016-05-20 19:00:00,123.3448486328125
2016-05-20 20:00:00,101.65389251708984
2016-05-20 21:00:00,88.83688354492188
2016-05-20 22:00:00,65.92163848876953
2016-05-20 23:00:00,56.12580490112305
2016-05-21 00:00:00,56.166282653808594
2016-05-21 01:00:00,58.95219802856445
2016-05-21 02:00:00,58.43831253051758
2016-05-21 03:00:00,62.57450485229492
2016-05-21 04:00:00,70.21411895751953
2016-05-21 05:00:00,86.99608612060547
2016-05-21 06:00:00,92.08915710449219
2016-05-21 07:00:00,132.15293884277344
2016-05-21 08:00:00,153.15341186523438
2016-05-21 09:00:00,162.4611053466797
2016-05-21 10:00:00,169.16015625
2016-05-21 11:00:00,149.27984619140625
2016-05-21 12:00:00,151.60995483398438
2016-05-21 13:00:00,174.27085876464844
2016-05-21 14:00:00,158.17572021484375
2016-05-21 15:00:00,158.71994018554688
2016-05-21 16:00:00,165.74388122558594
2016-05-21 17:00:00,187.26893615722656
2016-05-21 18:00:00,176.85751342773438
2016-05-21 19:00:00,136.73486328125
2016-05-21 20:00:00,114.93915557861328
2016-05-21 21:00:00,91.40299987792969
2016-05-21 22:00:00,65.62841033935547
2016-05-21 23:00:00,61.282840728759766
2016-05-22 00:00:00,59.950950622558594
2016-05-22 01:00:00,55.94784164428711
2016-05-22 02:00:00,56.78609085083008
2016-05-22 03:00:00,59.82490921020508
2016-05-22 04:00:00,61.153751373291016
2016-05-22 05:00:00,68.34747314453125
2016-05-22 06:00:00,88.70539855957031
2016-05-22 07:00:00,110.70572662353516
2016-05-22 08:00:00,150.30496215820312
2016-05-22 09:00:00,189.67982482910156
2016-05-22 10:00:00,168.76185607910156
2016-05-22 11:00:00,185.26559448242188
2016-05-22 12:00:00,160.55894470214844
2016-05-22 13:00:00,166.47567749023438
2016-05-22 14:00:00,147.63233947753906
2016-05-22 15:00:00,154.88121032714844
2016-05-22 16:00:00,167.95994567871094
2016-05-22 17:00:00,203.0033721923828
2016-05-22 18:00:00,176.87709045410156
2016-05-22 19:00:00,163.17588806152344
2016-05-22 20:00:00,160.08827209472656
2016-05-22 21:00:00,127.10032653808594
2016-05-22 22:00:00,124.74874114990234
2016-05-22 23:00:00,125.1965560913086
2016-05-23 00:00:00,102.61552429199219
2016-05-23 01:00:00,83.66819763183594
2016-05-23 02:00:00,78.46732330322266
2016-05-23 03:00:00,75.53852844238281
2016-05-23 04:00:00,85.61669921875
2016-05-23 05:00:00,89.32925415039062
2016-05-23 06:00:00,97.45703887939453
2016-05-23 07:00:00,109.73360443115234
2016-05-23 08:00:00,122.45072937011719
2016-05-23 09:00:00,129.32693481445312
2016-05-23 10:00:00,122.08358001708984
2016-05-23 11:00:00,136.9133758544922
2016-05-23 12:00:00,126.7099609375
2016-05-23 13:00:00,139.69020080566406
2016-05-23 14:00:00,108.23714447021484
2016-05-23 15:00:00,122.35102081298828
2016-05-23 16:00:00,111.64053344726562
2016-05-23 17:00:00,187.6730499267578
2016-05-23 18:00:00,151.18423461914062
2016-05-23 19:00:00,128.20152282714844
2016-05-23 20:00:00,144.44534301757812
2016-05-23 21:00:00,93.98873901367188
2016-05-23 22:00:00,83.16812896728516
2016-05-23 23:00:00,70.1894302368164
2016-05-24 00:00:00,58.809383392333984
2016-05-24 01:00:00,66.70162200927734
2016-05-24 02:00:00,61.8839225769043
2016-05-24 03:00:00,56.170127868652344
2016-05-24 04:00:00,54.584617614746094
2016-05-24 05:00:00,56.20571517944336
2016-05-24 06:00:00,61.93470764160156
2016-05-24 07:00:00,80.68637084960938
2016-05-24 08:00:00,92.17969512939453
2016-05-24 09:00:00,82.9774169921875
2016-05-24 10:00:00,88.04434967041016
2016-05-24 11:00:00,88.77410888671875
2016-05-24 12:00:00,86.3677749633789
2016-05-24 13:00:00,87.6771469116211
2016-05-24 14:00:00,84.90843200683594
2016-05-24 15:00:00,98.98258972167969
2016-05-24 16:00:00,124.16368103027344
2016-05-24 17:00:00,225.07351684570312
2016-05-24 18:00:00,185.6393585205078
2016-05-24 19:00:00,155.5397186279297
2016-05-24 20:00:00,137.36300659179688
2016-05-24 21:00:00,99.76927185058594
2016-05-24 22:00:00,80.30651092529297
2016-05-24 23:00:00,60.17112731933594
2016-05-25 00:00:00,53.672882080078125
2016-05-25 01:00:00,52.07856750488281
2016-05-25 02:00:00,52.07802963256836
2016-05-25 03:00:00,51.68281555175781
2016-05-25 04:00:00,52.079498291015625
2016-05-25 05:00:00,72.93475341796875
2016-05-25 06:00:00,81.5919189453125
2016-05-25 07:00:00,103.2784423828125
2016-05-25 08:00:00,103.45111083984375
2016-05-25 09:00:00,129.69334411621094
2016-05-25 10:00:00,110.97525024414062
2016-05-25 11:00:00,124.04510498046875
2016-05-25 12:00:00,115.79569244384766
2016-05-25 13:00:00,107.49397277832031
2016-05-25 14:00:00,103.66629791259766
2016-05-25 15:00:00,95.93607330322266
2016-05-25 16:00:00,104.5498046875
2016-05-25 17:00:00,170.2371368408203
2016-05-25 18:00:00,133.00460815429688
2016-05-25 19:00:00,109.17070007324219
2016-05-25 20:00:00,105.26122283935547
2016-05-25 21:00:00,74.57356262207031
2016-05-25 22:00:00,58.82023620605469
2016-05-25 23:00:00,49.75782775878906
2016-05-26 00:00:00,50.74421310424805
2016-05-26 01:00:00,52.0595703125
2016-05-26 02:00:00,50.75389862060547
2016-05-26 03:00:00,51.791255950927734
2016-05-26 04:00:00,54.10085678100586
2016-05-26 05:00:00,59.8249397277832
2016-05-26 06:00:00,76.02816009521484
2016-05-26 07:00:00,107.3924789428711
2016-05-26 08:00:00,102.20301055908203
2016-05-26 09:00:00,115.93916320800781
2016-05-26 10:00:00,97.12886047363281
2016-05-26 11:00:00,115.13831329345703
2016-05-26 12:00:00,99.24107360839844
2016-05-26 13:00:00,115.40974426269531
2016-05-26 14:00:00,105.56941986083984
2016-05-26 15:00:00,101.36248779296875
2016-05-26 16:00:00,118.22185516357422
2016-05-26 17:00:00,188.11949157714844
2016-05-26 18:00:00,177.0598907470703
2016-05-26 19:00:00,164.71530151367188
2016-05-26 20:00:00,142.20513916015625
2016-05-26 21:00:00,89.60995483398438
2016-05-26 22:00:00,80.16629028320312
2016-05-26 23:00:00,57.70995330810547
2016-05-27 00:00:00,58.835792541503906
2016-05-27 01:00:00,54.29056930541992
2016-05-27 02:00:00,50.775657653808594
2016-05-27 03:00:00,51.90843200683594
2016-05-27 04:00:00,53.03475570678711
2016-05-27 05:00:00,53.81973648071289
2016-05-27 06:00:00,63.4683952331543
2016-05-27 07:00:00,85.74327850341797
2016-05-27 08:00:00,116.23247528076172
2016-05-27 09:00:00,122.24967956542969
2016-05-27 10:00:00,159.82443237304688
2016-05-27 11:00:00,210.393798828125
2016-05-27 12:00:00,152.15353393554688
2016-05-27 13:00:00,145.49420166015625
2016-05-27 14:00:00,127.9977035522461
2016-05-27 15:00:00,142.68777465820312
2016-05-27 16:00:00,179.67404174804688
2016-05-27 17:00:00,183.38002014160156
2016-05-27 18:00:00,200.20565795898438
