date,sarimax
2016-05-15 20:00:00,85.55677241131039
2016-05-15 21:00:00,65.61313545211196
2016-05-15 22:00:00,59.431879256838606
2016-05-15 23:00:00,54.64711903134452
2016-05-16 00:00:00,57.22392556044391
2016-05-16 01:00:00,57.03187943196977
2016-05-16 02:00:00,57.51997359487318
2016-05-16 03:00:00,56.8643205818313
2016-05-16 04:00:00,56.53853130460598
2016-05-16 05:00:00,65.13261756779707
2016-05-16 06:00:00,73.62958426404049
2016-05-16 07:00:00,97.70270861799665
2016-05-16 08:00:00,107.95046166621017
2016-05-16 09:00:00,89.97406109787454
2016-05-16 10:00:00,91.06004172624219
2016-05-16 11:00:00,92.17101844127728
2016-05-16 12:00:00,89.59412589175156
2016-05-16 13:00:00,88.098585256334
2016-05-16 14:00:00,86.60090706203351
2016-05-16 15:00:00,82.03718136361302
2016-05-16 16:00:00,107.59933404183109
2016-05-16 17:00:00,158.76745012495326
2016-05-16 18:00:00,141.7413804303927
2016-05-16 19:00:00,122.54221415910715
2016-05-16 20:00:00,113.86922149533115
2016-05-16 21:00:00,82.4919457678746
2016-05-16 22:00:00,70.48320360728704
2016-05-16 23:00:00,63.61766729308042
2016-05-17 00:00:00,60.42344169876909
2016-05-17 01:00:00,59.78993097990755
2016-05-17 02:00:00,59.748894770574225
2016-05-17 03:00:00,62.16198179839526
2016-05-17 04:00:00,63.91153620938201
2016-05-17 05:00:00,67.93485939406419
2016-05-17 06:00:00,74.64371375639793
2016-05-17 07:00:00,100.20327504576164
2016-05-17 08:00:00,113.98188793383362
2016-05-17 09:00:00,99.50147196910768
2016-05-17 10:00:00,109.46041054570176
2016-05-17 11:00:00,112.72163376080191
2016-05-17 12:00:00,116.89721329421218
2016-05-17 13:00:00,114.9312781379012
2016-05-17 14:00:00,101.48960785977235
2016-05-17 15:00:00,97.95293954137897
2016-05-17 16:00:00,118.45407386740322
2016-05-17 17:00:00,173.7853105074633
2016-05-17 18:00:00,152.2810762319068
2016-05-17 19:00:00,89.2385666009813
2016-05-17 20:00:00,88.37720592000119
2016-05-17 21:00:00,67.93227214139213
2016-05-17 22:00:00,56.399800739905174
2016-05-17 23:00:00,55.21061988530727
2016-05-18 00:00:00,56.990467660328974
2016-05-18 01:00:00,55.851386167866515
2016-05-18 02:00:00,51.29806394899087
2016-05-18 03:00:00,52.322146350039155
2016-05-18 04:00:00,57.5069254723676
2016-05-18 05:00:00,66.59873855581895
2016-05-18 06:00:00,74.51902114664978
2016-05-18 07:00:00,98.67704126731758
2016-05-18 08:00:00,112.44110760712789
2016-05-18 09:00:00,100.98962172439599
2016-05-18 10:00:00,110.92330625987196
2016-05-18 11:00:00,111.08113314283824
2016-05-18 12:00:00,112.25631401373803
2016-05-18 13:00:00,109.4655630864151
2016-05-18 14:00:00,100.26334214083259
2016-05-18 15:00:00,97.03863728586502
2016-05-18 16:00:00,115.8636885254368
2016-05-18 17:00:00,169.49367357599553
2016-05-18 18:00:00,146.13153903221283
2016-05-18 19:00:00,112.4242117103991
2016-05-18 20:00:00,114.23885412540473
2016-05-18 21:00:00,81.2127017845232
2016-05-18 22:00:00,63.06864056989428
2016-05-18 23:00:00,62.622643515178666
2016-05-19 00:00:00,55.768761893039425
2016-05-19 01:00:00,55.82339972387639
2016-05-19 02:00:00,55.211558770962746
2016-05-19 03:00:00,55.6268643373045
2016-05-19 04:00:00,56.79929241415646
2016-05-19 05:00:00,62.86156765038268
2016-05-19 06:00:00,69.35852198834796
2016-05-19 07:00:00,90.90135376368994
2016-05-19 08:00:00,103.02118262653153
2016-05-19 09:00:00,90.01802097744151
2016-05-19 10:00:00,96.9490593667885
2016-05-19 11:00:00,97.41583819389594
2016-05-19 12:00:00,100.674697761131
2016-05-19 13:00:00,103.38971398157041
2016-05-19 14:00:00,94.44060708531404
2016-05-19 15:00:00,92.241125853543
2016-05-19 16:00:00,112.70833338157824
2016-05-19 17:00:00,168.56969756500598
2016-05-19 18:00:00,151.85952131601843
2016-05-19 19:00:00,114.39186907506053
2016-05-19 20:00:00,110.93072701141503
2016-05-19 21:00:00,81.53036850519194
2016-05-19 22:00:00,66.36697833228855
2016-05-19 23:00:00,59.24389868968305
2016-05-20 00:00:00,57.15521485342988
2016-05-20 01:00:00,55.91697175523548
2016-05-20 02:00:00,56.028573911453705
2016-05-20 03:00:00,59.03406549202096
2016-05-20 04:00:00,62.82413792930167
2016-05-20 05:00:00,71.84312334715526
2016-05-20 06:00:00,80.17235401009857
2016-05-20 07:00:00,99.67212023225451
2016-05-20 08:00:00,112.15400941369276
2016-05-20 09:00:00,100.08397711301801
2016-05-20 10:00:00,106.64202660473998
2016-05-20 11:00:00,106.83762347818273
2016-05-20 12:00:00,109.66300009654496
2016-05-20 13:00:00,111.21731895686422
2016-05-20 14:00:00,102.50807251475611
2016-05-20 15:00:00,99.74437751204488
2016-05-20 16:00:00,120.68854472460339
2016-05-20 17:00:00,177.15486419416555
2016-05-20 18:00:00,154.81579722072706
2016-05-20 19:00:00,66.68637764225615
2016-05-20 20:00:00,78.77237459082643
2016-05-20 21:00:00,55.64559613827572
2016-05-20 22:00:00,48.177745863162464
2016-05-20 23:00:00,56.828123679995954
2016-05-21 00:00:00,62.16138944751253
2016-05-21 01:00:00,66.92635989262934
2016-05-21 02:00:00,68.96278997155848
2016-05-21 03:00:00,69.92135261311853
2016-05-21 04:00:00,69.73488911469471
2016-05-21 05:00:00,75.9938861400411
2016-05-21 06:00:00,83.9371375241753
2016-05-21 07:00:00,104.13323403601746
2016-05-21 08:00:00,118.39286832889005
2016-05-21 09:00:00,105.26561024552181
2016-05-21 10:00:00,113.3161196117939
2016-05-21 11:00:00,113.25608025785684
2016-05-21 12:00:00,116.32839897431067
2016-05-21 13:00:00,117.4515775146723
2016-05-21 14:00:00,110.84019444418288
2016-05-21 15:00:00,109.42372074429831
2016-05-21 16:00:00,128.54244358941776
2016-05-21 17:00:00,183.84147994950558
2016-05-21 18:00:00,164.00382568260835
2016-05-21 19:00:00,95.21786109954016
2016-05-21 20:00:00,107.82613370220895
2016-05-21 21:00:00,77.19556943279014
2016-05-21 22:00:00,73.79247142543568
2016-05-21 23:00:00,80.06677624695162
2016-05-22 00:00:00,80.17550601101314
2016-05-22 01:00:00,85.93186670988698
2016-05-22 02:00:00,86.57184834895475
2016-05-22 03:00:00,86.57315718598834
2016-05-22 04:00:00,85.42036769257089
2016-05-22 05:00:00,88.15718535821122
2016-05-22 06:00:00,94.19993777416592
2016-05-22 07:00:00,110.91624963977777
2016-05-22 08:00:00,128.76481478488125
2016-05-22 09:00:00,118.6976698364556
2016-05-22 10:00:00,128.59415007917266
2016-05-22 11:00:00,128.82182735935393
2016-05-22 12:00:00,118.18565992365353
2016-05-22 13:00:00,122.15685309420228
2016-05-22 14:00:00,112.44657290868969
2016-05-22 15:00:00,112.90493474432752
2016-05-22 16:00:00,116.94400631702351
2016-05-22 17:00:00,167.64917691225355
2016-05-22 18:00:00,150.7147246297822
2016-05-22 19:00:00,130.20958537423843
2016-05-22 20:00:00,116.19626337119344
2016-05-22 21:00:00,89.02056404826104
2016-05-22 22:00:00,73.20817264769853
2016-05-22 23:00:00,71.35710446596
2016-05-23 00:00:00,68.14452068356594
2016-05-23 01:00:00,66.34709064888716
2016-05-23 02:00:00,65.3803987314581
2016-05-23 03:00:00,65.58345779732417
2016-05-23 04:00:00,65.53142447341409
2016-05-23 05:00:00,71.54922708590571
2016-05-23 06:00:00,77.80199336204464
2016-05-23 07:00:00,94.16529970339973
2016-05-23 08:00:00,118.14255262767801
2016-05-23 09:00:00,103.94231623688164
2016-05-23 10:00:00,117.21434926826525
2016-05-23 11:00:00,125.86904553556937
2016-05-23 12:00:00,105.6823027146267
2016-05-23 13:00:00,110.17940268749197
2016-05-23 14:00:00,101.6036130864805
2016-05-23 15:00:00,100.65842654507051
2016-05-23 16:00:00,103.48119379083975
2016-05-23 17:00:00,159.4557612000184
2016-05-23 18:00:00,136.2880910543758
2016-05-23 19:00:00,152.60565655665908
2016-05-23 20:00:00,126.65320097248018
2016-05-23 21:00:00,98.33515972100085
2016-05-23 22:00:00,78.32606651357986
2016-05-23 23:00:00,69.42491220360029
2016-05-24 00:00:00,66.98092552562628
2016-05-24 01:00:00,62.39384761526121
2016-05-24 02:00:00,61.03198024906125
2016-05-24 03:00:00,60.795724684102396
2016-05-24 04:00:00,59.510505795544006
2016-05-24 05:00:00,66.17508225435456
2016-05-24 06:00:00,70.81752602150642
2016-05-24 07:00:00,84.3930479092621
2016-05-24 08:00:00,106.31962449098087
2016-05-24 09:00:00,94.17060850192567
2016-05-24 10:00:00,106.01338768632283
2016-05-24 11:00:00,113.91161583776233
2016-05-24 12:00:00,96.82509000113504
2016-05-24 13:00:00,101.18158786443152
2016-05-24 14:00:00,94.43120050483468
2016-05-24 15:00:00,95.41968376548826
2016-05-24 16:00:00,101.40085190769496
2016-05-24 17:00:00,165.22967274667704
2016-05-24 18:00:00,129.67531361500266
2016-05-24 19:00:00,113.84248774945206
2016-05-24 20:00:00,107.30555929797488
2016-05-24 21:00:00,76.36839750013954
2016-05-24 22:00:00,59.377769549519094
2016-05-24 23:00:00,59.152696971981314
2016-05-25 00:00:00,53.13265011526099
2016-05-25 01:00:00,53.015952268743035
2016-05-25 02:00:00,51.820897639618195
2016-05-25 03:00:00,49.49021051204548
2016-05-25 04:00:00,48.026630320104104
2016-05-25 05:00:00,56.530647898255054
2016-05-25 06:00:00,61.22706057906649
2016-05-25 07:00:00,82.08773468082754
2016-05-25 08:00:00,99.38715809307098
2016-05-25 09:00:00,87.1009161170014
2016-05-25 10:00:00,101.1650039104996
2016-05-25 11:00:00,113.11047614535713
2016-05-25 12:00:00,99.7221360925875
2016-05-25 13:00:00,102.61244986060777
2016-05-25 14:00:00,95.44791093003923
2016-05-25 15:00:00,97.199527298062
2016-05-25 16:00:00,105.71173244726477
2016-05-25 17:00:00,169.28509451201535
2016-05-25 18:00:00,135.51222674809605
2016-05-25 19:00:00,109.70744258602224
2016-05-25 20:00:00,113.74165953879525
2016-05-25 21:00:00,87.19669010607754
2016-05-25 22:00:00,64.51705360715331
2016-05-25 23:00:00,68.9057326764887
2016-05-26 00:00:00,59.44259211646711
2016-05-26 01:00:00,59.777084400986055
2016-05-26 02:00:00,58.472079756465504
2016-05-26 03:00:00,54.6966776341323
2016-05-26 04:00:00,55.844441208540985
2016-05-26 05:00:00,64.10938206883253
2016-05-26 06:00:00,68.87677480416725
2016-05-26 07:00:00,87.18558429386142
2016-05-26 08:00:00,104.94339492179186
2016-05-26 09:00:00,99.06535712260667
2016-05-26 10:00:00,117.16576427448913
2016-05-26 11:00:00,126.61166638080877
2016-05-26 12:00:00,112.96751283676379
2016-05-26 13:00:00,116.26740610880783
2016-05-26 14:00:00,110.76680235005293
2016-05-26 15:00:00,113.21521801287466
2016-05-26 16:00:00,127.78923443464917
2016-05-26 17:00:00,180.03368569257424
2016-05-26 18:00:00,149.45914618456106
2016-05-26 19:00:00,218.49462708739787
2016-05-26 20:00:00,186.81596222564156
2016-05-26 21:00:00,152.061534693351
2016-05-26 22:00:00,115.08803501736205
2016-05-26 23:00:00,104.08195266261859
2016-05-27 00:00:00,92.69546617396446
2016-05-27 01:00:00,84.13477807927127
2016-05-27 02:00:00,83.13244080720344
2016-05-27 03:00:00,80.45961538400567
2016-05-27 04:00:00,80.28835305698763
2016-05-27 05:00:00,87.76190526100574
2016-05-27 06:00:00,89.28313035334793
2016-05-27 07:00:00,107.69981885085974
2016-05-27 08:00:00,124.78579968562653
2016-05-27 09:00:00,121.27910329886396
2016-05-27 10:00:00,133.76474233744736
2016-05-27 11:00:00,142.78233829615385
2016-05-27 12:00:00,130.76137524038617
2016-05-27 13:00:00,126.44711091688913
2016-05-27 14:00:00,120.90299253440205
2016-05-27 15:00:00,120.56465972945767
2016-05-27 16:00:00,156.8352978913564
2016-05-27 17:00:00,203.13686157371686
2016-05-27 18:00:00,160.81146429893454
