date,lower,upper
2016-05-17 11:00:00,-40.11260882438701,265.55587634599067
2016-05-17 12:00:00,-35.94753674737899,269.74196333580306
2016-05-17 13:00:00,-37.92136054348231,267.78391681928446
2016-05-17 14:00:00,-51.36836564994215,254.34758136948645
2016-05-17 15:00:00,-54.90882761635885,250.81470669911647
2016-05-17 16:00:00,-34.410063068854484,271.31821080366075
2016-05-17 17:00:00,20.919670062870836,326.6509509520556
2016-05-17 18:00:00,-0.5855040436865124,305.1476565075002
2016-05-17 19:00:00,-38.764299833690075,217.24143303565273
2016-05-17 20:00:00,-48.200782641206246,224.95519448120857
2016-05-17 21:00:00,-76.53218590795052,212.39673019073484
2016-05-17 22:00:00,-91.60606960248022,204.40567108229067
2016-05-17 23:00:00,-94.88779420194949,205.30903397256412
2016-05-18 00:00:00,-94.56855579528604,208.5494911159442
2016-05-18 01:00:00,-96.20477114538187,207.90754348111506
2016-05-18 02:00:00,-101.1211659694651,203.71729386744704
2016-05-18 03:00:00,-100.25131049753283,204.89560319761136
2016-05-18 04:00:00,-95.13985927274352,210.15371021747887
2016-05-18 05:00:00,-86.10798300504578,219.3054601166838
2016-05-18 06:00:00,-78.21646036160242,227.254502654902
2016-05-18 07:00:00,-54.08658741330947,251.44066994794463
2016-05-18 08:00:00,-40.34519810103369,265.2274133152894
2016-05-18 09:00:00,-51.814502894939864,253.79374634373178
2016-05-18 10:00:00,-41.89814197390166,263.7447544936455
2016-05-18 11:00:00,-41.753109366870575,263.9153756525469
2016-05-18 12:00:00,-40.58843595241845,265.1010639798942
2016-05-18 13:00:00,-43.38707551955727,262.3182016923872
2016-05-18 14:00:00,-52.59463129347722,253.12131557514198
2016-05-18 15:00:00,-55.823129796471534,249.9004043682012
2016-05-18 16:00:00,-37.00044833542108,268.7278253862945
2016-05-18 17:00:00,16.62803320680223,322.35931394518866
2016-05-18 18:00:00,-6.735041167980484,298.9981192324061
2016-05-18 19:00:00,-15.57865466128915,240.4270780820874
2016-05-18 20:00:00,-22.339134368796536,250.81684261960595
2016-05-18 21:00:00,-63.25175619434239,225.6771597633888
2016-05-18 22:00:00,-84.93722970031327,211.07451084010188
2016-05-18 23:00:00,-87.47577050156265,212.72105753192005
2016-05-19 00:00:00,-95.79026149137039,207.3277852774494
2016-05-19 01:00:00,-96.23275751799149,207.87955696574437
2016-05-19 02:00:00,-97.2076710760241,207.63078861794975
2016-05-19 03:00:00,-96.94659243954355,208.2003211141527
2016-05-19 04:00:00,-95.84749226073095,209.44607708904405
2016-05-19 05:00:00,-89.84515384145361,215.56828914221904
2016-05-19 06:00:00,-83.37695945178248,222.09400342847843
2016-05-19 07:00:00,-61.86227484952835,243.66498237690828
2016-05-19 08:00:00,-49.765123014832724,255.8074882678958
2016-05-19 09:00:00,-62.7861035754008,242.82214553028385
2016-05-19 10:00:00,-55.87238880069576,249.77050753427272
2016-05-19 11:00:00,-55.41840424962136,250.2500806374132
2016-05-19 12:00:00,-52.170052138874,253.51944766113587
2016-05-19 13:00:00,-49.46292455827114,256.24235252141176
2016-05-19 14:00:00,-58.4173662828707,247.29858045349852
2016-05-19 15:00:00,-60.62064116267155,245.1028928697573
2016-05-19 16:00:00,-40.15580341315905,265.5724701763154
2016-05-19 17:00:00,15.704057261932803,321.43533786807905
2016-05-19 18:00:00,-1.0070588180540767,304.7261014500909
2016-05-19 19:00:00,-13.610997241395594,242.3947353915167
2016-05-19 20:00:00,-25.647261424026127,247.50871544685612
2016-05-19 21:00:00,-62.93408941186976,225.9948264222537
2016-05-19 22:00:00,-81.63889187462355,214.3728485392008
2016-05-19 23:00:00,-90.85451526522061,209.34231264458683
2016-05-20 00:00:00,-94.4038084685373,208.71423817539733
2016-05-20 01:00:00,-96.13918542403599,207.9731289345072
2016-05-20 02:00:00,-96.39065587285904,208.44780369576677
2016-05-20 03:00:00,-93.53939122280644,211.60752220684867
2016-05-20 04:00:00,-89.82264668400379,215.47092254260738
2016-05-20 05:00:00,-80.86359808414716,224.5498447784579
2016-05-20 06:00:00,-72.5631273702932,232.90783539049045
2016-05-20 07:00:00,-53.0915083218506,252.43574878635968
2016-05-20 08:00:00,-40.63229616909467,264.94031499648025
2016-05-20 09:00:00,-52.720147381513996,252.88810160755008
2016-05-20 10:00:00,-46.1794215046131,259.463474714093
2016-05-20 11:00:00,-45.996618907289104,259.6718658636545
2016-05-20 12:00:00,-43.18174974544968,262.50774993853946
2016-05-20 13:00:00,-41.63531952498502,264.06995743871323
2016-05-20 14:00:00,-50.349900795441314,255.36604582495323
2016-05-20 15:00:00,-53.11738944618489,252.60614447027442
2016-05-20 16:00:00,-32.17559201215009,273.55268146135677
2016-05-20 17:00:00,24.28922394907576,330.0205044392552
2016-05-20 18:00:00,1.9492171446386237,307.68237729681545
2016-05-20 19:00:00,-61.31648862576486,194.68924391027713
2016-05-20 20:00:00,-57.805613793085726,215.35036297473846
2016-05-20 21:00:00,-88.81886172458783,200.11005400113916
2016-05-20 22:00:00,-99.82812428824352,196.1836160145684
2016-05-20 23:00:00,-93.27029022068001,206.9265375806719
2016-05-21 00:00:00,-89.39763381969651,213.72041271472165
2016-05-21 01:00:00,-85.12979723174914,218.98251701700792
2016-05-21 02:00:00,-83.4564397577932,221.3820197009103
2016-05-21 03:00:00,-82.65210404732082,222.49480927355805
2016-05-21 04:00:00,-82.91189544460741,222.381673673997
2016-05-21 05:00:00,-76.7128352381772,228.70060751825952
2016-05-21 06:00:00,-68.79834380382965,236.67261885218034
2016-05-21 07:00:00,-48.63039446624924,256.8968625382842
2016-05-21 08:00:00,-34.39343720252924,271.1791738603094
2016-05-21 09:00:00,-47.5385141978758,258.0697346889194
2016-05-21 10:00:00,-39.505328446581714,266.1375676701695
2016-05-21 11:00:00,-39.578162076712744,266.09032259242633
2016-05-21 12:00:00,-36.51635081681239,269.17314876543355
2016-05-21 13:00:00,-35.401060916321214,270.3042159456656
2016-05-21 14:00:00,-42.01777881516324,263.6981677035287
2016-05-21 15:00:00,-43.43804616308245,262.2854876516788
2016-05-21 16:00:00,-24.32169309648765,281.40658027532305
2016-05-21 17:00:00,30.97583975526345,336.70712014374755
2016-05-21 18:00:00,11.137245657368197,316.8704057078485
2016-05-21 19:00:00,-32.78500512600637,223.22072732508656
2016-05-21 20:00:00,-28.75185463651563,244.40412204093326
2016-05-21 21:00:00,-67.2688883825451,221.66002724812515
2016-05-21 22:00:00,-74.21339867729498,221.79834152816616
2016-05-21 23:00:00,-70.03163760617008,230.16519010007323
2016-05-22 00:00:00,-71.3835172081764,231.73452923020272
2016-05-22 01:00:00,-66.12429036635373,237.98802378612774
2016-05-22 02:00:00,-65.8473813321994,238.991078030109
2016-05-22 03:00:00,-66.00029942675603,239.14661379873286
2016-05-22 04:00:00,-67.22641681937361,238.0671522045155
2016-05-22 05:00:00,-64.54953597345558,240.86390668987815
2016-05-22 06:00:00,-58.53554350789912,246.93541905623104
2016-05-22 07:00:00,-41.84737881702998,263.6798780965855
2016-05-22 08:00:00,-24.021490701491587,281.5511202712541
2016-05-22 09:00:00,-34.10645456210048,271.50179423501163
2016-05-22 10:00:00,-24.227297934499205,281.41559809284433
2016-05-22 11:00:00,-24.01241493057779,281.6560696492855
2016-05-22 12:00:00,-34.65908982285862,271.0304096701654
2016-05-22 13:00:00,-30.695785292194216,275.00949148059846
2016-05-22 14:00:00,-40.411400306063214,265.3045461234422
2016-05-22 15:00:00,-39.95683211846202,265.7667016071167
2016-05-22 16:00:00,-35.92013032429158,269.80814295833835
2016-05-22 17:00:00,14.783536762601443,320.5148170619053
2016-05-22 18:00:00,-2.151855350867379,303.58130461043146
2016-05-22 19:00:00,2.2067191859393915,258.2124515625374
2016-05-22 20:00:00,-20.38172492790443,252.77425167029116
2016-05-22 21:00:00,-55.44389372539479,233.48502182191675
2016-05-22 22:00:00,-74.79769741234689,221.21404270774389
2016-05-22 23:00:00,-78.74130934545964,221.4555182773796
2016-05-23 00:00:00,-83.41450249351367,219.7035438606456
2016-05-23 01:00:00,-85.70906638513995,218.40324768291433
2016-05-23 02:00:00,-87.0388309074302,217.79962837034648
2016-05-23 03:00:00,-86.98999877359512,218.15691436824352
2016-05-23 04:00:00,-87.11535999700126,218.1782089438295
2016-05-23 05:00:00,-81.15749420493876,224.2559483767502
2016-05-23 06:00:00,-74.93348787973427,230.5374746038235
2016-05-23 07:00:00,-58.598328713543566,246.928928120343
2016-05-23 08:00:00,-34.64375281919189,270.9288580745479
2016-05-23 09:00:00,-48.86180812235125,256.74644059611444
2016-05-23 10:00:00,-35.60709870620411,270.0357972427345
2016-05-23 11:00:00,-26.965196715217672,278.7032877863563
2016-05-23 12:00:00,-47.16244699276443,258.5270524220176
2016-05-23 13:00:00,-42.673235659795694,263.0320410347794
2016-05-23 14:00:00,-51.254360089166966,254.4615862621276
2016-05-23 15:00:00,-52.20334027861526,253.520193368756
2016-05-23 16:00:00,-49.38294281137232,256.34533039305154
2016-05-23 17:00:00,6.590121089469108,312.32140131056747
2016-05-23 18:00:00,-16.578488887170465,289.1546709959219
2016-05-23 19:00:00,24.602790401023782,280.60852271229453
2016-05-23 20:00:00,-9.924787291867545,263.23118923682796
2016-05-23 21:00:00,-46.12929801610474,242.7996174581066
2016-05-23 22:00:00,-69.67980350903326,226.3319365361932
2016-05-23 23:00:00,-80.67350157124919,219.52332597845003
2016-05-24 00:00:00,-84.5780976145254,218.5399486657783
2016-05-24 01:00:00,-89.6623093817471,214.45000461226982
2016-05-24 02:00:00,-91.3872493527623,213.4512098508851
2016-05-24 03:00:00,-91.77773185013864,213.36918121834367
2016-05-24 04:00:00,-93.13627863845251,212.1572902295407
2016-05-24 05:00:00,-86.53163900069092,218.88180350940019
2016-05-24 06:00:00,-81.91795518494376,223.55300722795664
2016-05-24 07:00:00,-68.37058047272228,237.15667629124647
2016-05-24 08:00:00,-46.46668092124723,259.10592990320896
2016-05-24 09:00:00,-58.63351582282303,246.9747328266743
2016-05-24 10:00:00,-46.808060253768204,258.83483562641374
2016-05-24 11:00:00,-38.9226263786971,266.7458580542217
2016-05-24 12:00:00,-56.01965967194924,249.6698396742192
2016-05-24 13:00:00,-51.67105044856001,254.03422617742282
2016-05-24 14:00:00,-58.4267726365197,247.2891736461888
2016-05-24 15:00:00,-57.44208302390604,248.28145055488227
2016-05-24 16:00:00,-51.463284660226236,254.26498847561595
2016-05-24 17:00:00,12.36403267041834,318.0953128229356
2016-05-24 18:00:00,-23.19126629225258,282.54189352225796
2016-05-24 19:00:00,-14.160378377539317,241.84535387644365
2016-05-24 20:00:00,-29.2724289358992,243.88354753184922
2016-05-24 21:00:00,-68.09606020491387,220.83285520519334
2016-05-24 22:00:00,-88.62810044026835,207.38363953930698
2016-05-24 23:00:00,-90.94571677079844,209.25111071476155
2016-05-25 00:00:00,-98.42637299250734,204.69167322302982
2016-05-25 01:00:00,-99.04020469580206,205.0721092332886
2016-05-25 02:00:00,-100.5983319297019,204.2401272089387
2016-05-25 03:00:00,-103.08324599003097,202.06366701412227
2016-05-25 04:00:00,-104.62015408195538,200.67341472216378
2016-05-25 05:00:00,-96.176073325397,209.2373691219073
2016-05-25 06:00:00,-91.50842059640263,213.96254175453566
2016-05-25 07:00:00,-70.67589367050012,234.85136303215523
2016-05-25 08:00:00,-53.399147288778494,252.1734634749205
2016-05-25 09:00:00,-65.70320817750692,239.9050404115097
2016-05-25 10:00:00,-51.65644399944391,253.986451820443
2016-05-25 11:00:00,-39.72376604099931,265.9447183317135
2016-05-25 12:00:00,-53.122613550411955,252.5668857355868
2016-05-25 13:00:00,-50.24018842230822,255.4650881435236
2016-05-25 14:00:00,-57.410062181242154,248.30588404132044
2016-05-25 15:00:00,-55.662239461260626,250.06129405738443
2016-05-25 16:00:00,-47.15240409058538,258.5758689851148
2016-05-25 17:00:00,16.41945446582747,322.15073455820334
2016-05-25 18:00:00,-17.354353129088082,288.3788066252804
2016-05-25 19:00:00,-18.295423515850274,237.71030868789498
2016-05-25 20:00:00,-22.836328668355435,250.31964774594624
2016-05-25 21:00:00,-57.26776757086819,231.66114778302367
2016-05-25 22:00:00,-83.48881635384811,212.5229235681552
2016-05-25 23:00:00,-81.1926810381681,219.00414639114595
2016-05-26 00:00:00,-92.11643096290314,211.00161519583784
2016-05-26 01:00:00,-92.27907253509116,211.83324133706375
2016-05-26 02:00:00,-93.94714978435144,210.89130929728287
2016-05-26 03:00:00,-97.87677883973828,207.27013410800322
2016-05-26 04:00:00,-96.80234316551216,208.49122558259435
2016-05-26 05:00:00,-88.59733912728987,216.81610326495516
2016-05-26 06:00:00,-83.85870634413385,221.61225595246844
2016-05-26 07:00:00,-65.57804403058253,239.94921261830535
2016-05-26 08:00:00,-47.84291043341783,257.72970027700154
2016-05-26 09:00:00,-53.73876714538295,251.86948139059626
2016-05-26 10:00:00,-35.65568360901722,269.9872121579954
2016-05-26 11:00:00,-26.222575779149537,279.44590854076694
2016-05-26 12:00:00,-39.87723677985349,265.81226245338087
2016-05-26 13:00:00,-36.58523214773422,269.1200443653497
2016-05-26 14:00:00,-42.09117073485676,263.6247754349624
2016-05-26 15:00:00,-39.64654872007739,266.0769847458265
2016-05-26 16:00:00,-25.074902076830796,280.65337094612903
2016-05-26 17:00:00,27.168045672756392,332.89932571239217
2016-05-26 18:00:00,-3.407433666252672,302.32572603537506
2016-05-26 19:00:00,90.49176100755318,346.4974931672429
2016-05-26 20:00:00,50.23797404192575,323.3939504093579
2016-05-26 21:00:00,7.597077041054121,296.52599234564855
2016-05-26 22:00:00,-32.91783491839574,263.09390495312056
2016-05-26 23:00:00,-46.01646102737604,254.1803663526139
2016-05-27 00:00:00,-58.86355688050244,244.25448922843205
2016-05-27 01:00:00,-67.92137883184124,236.1909349903844
2016-05-27 02:00:00,-69.28678870861783,235.55167032302523
2016-05-27 03:00:00,-72.11384106512983,233.03307183314163
2016-05-27 04:00:00,-72.35843129250532,232.93513740648092
2016-05-27 05:00:00,-64.94481591097457,240.4686264329863
2016-05-27 06:00:00,-63.45235077112818,242.01861147782415
2016-05-27 07:00:00,-45.06380945000866,260.46344715172825
2016-05-27 08:00:00,-28.00050564622157,277.57210501747466
2016-05-27 09:00:00,-31.52502094587041,274.08322754359835
2016-05-27 10:00:00,-19.056705522875063,286.5861901977697
2016-05-27 11:00:00,-10.051903840654774,295.61658043296245
2016-05-27 12:00:00,-22.08337435309531,283.6061248338676
2016-05-27 13:00:00,-26.405527316524413,279.29974915030255
2016-05-27 14:00:00,-31.95498052738114,273.7609655961851
2016-05-27 15:00:00,-32.29710698036895,273.4264264392841
2016-05-27 16:00:00,3.971161403001389,309.6994343797114
2016-05-27 17:00:00,50.27122157702382,356.00250157041006
2016-05-27 18:00:00,7.9448844712459845,313.67804412662355
