,xgboost_strict
2016-05-16 23:00:00,71.84969329833984
2016-05-17 00:00:00,59.239219665527344
2016-05-17 01:00:00,51.646121978759766
2016-05-17 02:00:00,52.644954681396484
2016-05-17 03:00:00,50.50817108154297
2016-05-17 04:00:00,99.33003997802734
2016-05-17 05:00:00,96.87262725830078
2016-05-17 06:00:00,84.32308197021484
2016-05-17 07:00:00,97.90962219238281
2016-05-17 08:00:00,91.25910949707031
2016-05-17 09:00:00,89.91609954833984
2016-05-17 10:00:00,93.54630279541016
2016-05-17 11:00:00,91.12117767333984
2016-05-17 12:00:00,96.25231170654297
2016-05-17 13:00:00,96.86040496826172
2016-05-17 14:00:00,93.00370788574219
2016-05-17 15:00:00,101.82396697998047
2016-05-17 16:00:00,110.14556121826172
2016-05-17 17:00:00,182.94325256347656
2016-05-17 18:00:00,142.7568817138672
2016-05-17 19:00:00,121.05023956298828
2016-05-17 20:00:00,95.20926666259766
2016-05-17 21:00:00,73.90776824951172
2016-05-17 22:00:00,60.191654205322266
2016-05-17 23:00:00,56.87812042236328
2016-05-18 00:00:00,49.53273010253906
2016-05-18 01:00:00,50.569122314453125
2016-05-18 02:00:00,47.30724334716797
2016-05-18 03:00:00,51.53169631958008
2016-05-18 04:00:00,52.841514587402344
2016-05-18 05:00:00,60.28626251220703
2016-05-18 06:00:00,66.54695129394531
2016-05-18 07:00:00,77.71094512939453
2016-05-18 08:00:00,102.73493194580078
2016-05-18 09:00:00,97.28202056884766
2016-05-18 10:00:00,102.25289916992188
2016-05-18 11:00:00,101.72140502929688
2016-05-18 12:00:00,92.01049041748047
2016-05-18 13:00:00,83.87187194824219
2016-05-18 14:00:00,77.08460998535156
2016-05-18 15:00:00,78.84077453613281
2016-05-18 16:00:00,90.00700378417969
2016-05-18 17:00:00,131.13882446289062
2016-05-18 18:00:00,157.9893035888672
2016-05-18 19:00:00,123.21599578857422
2016-05-18 20:00:00,115.0221939086914
2016-05-18 21:00:00,70.50855255126953
2016-05-18 22:00:00,65.13362884521484
2016-05-18 23:00:00,60.566890716552734
2016-05-19 00:00:00,57.46175765991211
2016-05-19 01:00:00,52.016357421875
2016-05-19 02:00:00,52.99018478393555
2016-05-19 03:00:00,53.268341064453125
2016-05-19 04:00:00,50.47380828857422
2016-05-19 05:00:00,58.691139221191406
2016-05-19 06:00:00,56.21721649169922
2016-05-19 07:00:00,59.22280502319336
2016-05-19 08:00:00,68.18375396728516
2016-05-19 09:00:00,81.29031372070312
2016-05-19 10:00:00,84.19393920898438
2016-05-19 11:00:00,90.41610717773438
2016-05-19 12:00:00,87.11661529541016
2016-05-19 13:00:00,89.00305938720703
2016-05-19 14:00:00,84.64674377441406
2016-05-19 15:00:00,86.83079528808594
2016-05-19 16:00:00,96.04371643066406
2016-05-19 17:00:00,140.95260620117188
2016-05-19 18:00:00,198.28285217285156
2016-05-19 19:00:00,169.0520477294922
2016-05-19 20:00:00,124.6295394897461
2016-05-19 21:00:00,102.87792205810547
2016-05-19 22:00:00,65.66718292236328
2016-05-19 23:00:00,61.99245071411133
2016-05-20 00:00:00,57.39967346191406
2016-05-20 01:00:00,53.7100715637207
2016-05-20 02:00:00,52.36827850341797
2016-05-20 03:00:00,51.125919342041016
2016-05-20 04:00:00,51.376182556152344
2016-05-20 05:00:00,53.47562026977539
2016-05-20 06:00:00,61.30784606933594
2016-05-20 07:00:00,88.42071533203125
2016-05-20 08:00:00,142.93350219726562
2016-05-20 09:00:00,122.2421646118164
2016-05-20 10:00:00,154.6665802001953
2016-05-20 11:00:00,148.10369873046875
2016-05-20 12:00:00,134.59474182128906
2016-05-20 13:00:00,124.49752044677734
2016-05-20 14:00:00,121.7542953491211
2016-05-20 15:00:00,113.23826599121094
2016-05-20 16:00:00,139.7383270263672
2016-05-20 17:00:00,155.6072998046875
2016-05-20 18:00:00,205.76715087890625
2016-05-20 19:00:00,113.82188415527344
2016-05-20 20:00:00,98.38909912109375
2016-05-20 21:00:00,79.81332397460938
2016-05-20 22:00:00,65.05550384521484
2016-05-20 23:00:00,61.22475051879883
2016-05-21 00:00:00,61.53834915161133
2016-05-21 01:00:00,64.40758514404297
2016-05-21 02:00:00,62.610755920410156
2016-05-21 03:00:00,65.4811019897461
2016-05-21 04:00:00,68.40719604492188
2016-05-21 05:00:00,81.9190673828125
2016-05-21 06:00:00,85.80419158935547
2016-05-21 07:00:00,111.09757232666016
2016-05-21 08:00:00,119.43316650390625
2016-05-21 09:00:00,150.02294921875
2016-05-21 10:00:00,141.40975952148438
2016-05-21 11:00:00,156.4619598388672
2016-05-21 12:00:00,139.33216857910156
2016-05-21 13:00:00,141.86093139648438
2016-05-21 14:00:00,133.57913208007812
2016-05-21 15:00:00,132.9202880859375
2016-05-21 16:00:00,172.59185791015625
2016-05-21 17:00:00,195.12953186035156
2016-05-21 18:00:00,208.11561584472656
2016-05-21 19:00:00,130.75144958496094
2016-05-21 20:00:00,122.91218566894531
2016-05-21 21:00:00,94.24449920654297
2016-05-21 22:00:00,61.067543029785156
2016-05-21 23:00:00,59.17774963378906
2016-05-22 00:00:00,52.250797271728516
2016-05-22 01:00:00,52.75458526611328
2016-05-22 02:00:00,56.078712463378906
2016-05-22 03:00:00,53.35898971557617
2016-05-22 04:00:00,53.96851348876953
2016-05-22 05:00:00,57.99494934082031
2016-05-22 06:00:00,60.051612854003906
2016-05-22 07:00:00,92.81614685058594
2016-05-22 08:00:00,127.38662719726562
2016-05-22 09:00:00,154.26773071289062
2016-05-22 10:00:00,157.1049041748047
2016-05-22 11:00:00,207.69415283203125
2016-05-22 12:00:00,168.74009704589844
2016-05-22 13:00:00,211.26426696777344
2016-05-22 14:00:00,170.63909912109375
2016-05-22 15:00:00,188.2904815673828
2016-05-22 16:00:00,185.57666015625
2016-05-22 17:00:00,238.74069213867188
2016-05-22 18:00:00,225.14833068847656
2016-05-22 19:00:00,152.97108459472656
2016-05-22 20:00:00,139.53829956054688
2016-05-22 21:00:00,116.2368392944336
2016-05-22 22:00:00,91.54330444335938
2016-05-22 23:00:00,86.04747772216797
2016-05-23 00:00:00,65.55709075927734
2016-05-23 01:00:00,60.918121337890625
2016-05-23 02:00:00,59.18539810180664
2016-05-23 03:00:00,60.29822540283203
2016-05-23 04:00:00,63.360843658447266
2016-05-23 05:00:00,61.363250732421875
2016-05-23 06:00:00,63.8183479309082
2016-05-23 07:00:00,85.32052612304688
2016-05-23 08:00:00,122.99596405029297
2016-05-23 09:00:00,125.30599975585938
2016-05-23 10:00:00,166.4739532470703
2016-05-23 11:00:00,222.91134643554688
2016-05-23 12:00:00,186.79788208007812
2016-05-23 13:00:00,131.5556182861328
2016-05-23 14:00:00,140.34034729003906
2016-05-23 15:00:00,136.4811553955078
2016-05-23 16:00:00,159.20584106445312
2016-05-23 17:00:00,263.35150146484375
2016-05-23 18:00:00,226.65940856933594
2016-05-23 19:00:00,128.84017944335938
2016-05-23 20:00:00,156.091796875
2016-05-23 21:00:00,116.0083999633789
2016-05-23 22:00:00,104.08696746826172
2016-05-23 23:00:00,90.77619171142578
2016-05-24 00:00:00,66.24024963378906
2016-05-24 01:00:00,55.35268783569336
2016-05-24 02:00:00,55.37687683105469
2016-05-24 03:00:00,56.69308853149414
2016-05-24 04:00:00,56.57491683959961
2016-05-24 05:00:00,59.75817108154297
2016-05-24 06:00:00,64.06242370605469
2016-05-24 07:00:00,76.38430786132812
2016-05-24 08:00:00,97.09976196289062
2016-05-24 09:00:00,89.73043060302734
2016-05-24 10:00:00,100.74613189697266
2016-05-24 11:00:00,91.43817901611328
2016-05-24 12:00:00,96.40361785888672
2016-05-24 13:00:00,87.98712158203125
2016-05-24 14:00:00,84.92818450927734
2016-05-24 15:00:00,89.37110900878906
2016-05-24 16:00:00,117.89026641845703
2016-05-24 17:00:00,222.26730346679688
2016-05-24 18:00:00,204.57839965820312
2016-05-24 19:00:00,140.7982940673828
2016-05-24 20:00:00,114.04610443115234
2016-05-24 21:00:00,88.25443267822266
2016-05-24 22:00:00,62.23811721801758
2016-05-24 23:00:00,61.7808723449707
2016-05-25 00:00:00,64.34550476074219
2016-05-25 01:00:00,65.54729461669922
2016-05-25 02:00:00,64.65767669677734
2016-05-25 03:00:00,66.88658905029297
2016-05-25 04:00:00,75.04195404052734
2016-05-25 05:00:00,92.76683807373047
2016-05-25 06:00:00,95.73003387451172
2016-05-25 07:00:00,124.5924301147461
2016-05-25 08:00:00,110.0163345336914
2016-05-25 09:00:00,116.52729797363281
2016-05-25 10:00:00,113.50574493408203
2016-05-25 11:00:00,124.66580200195312
2016-05-25 12:00:00,117.46284484863281
2016-05-25 13:00:00,114.19287872314453
2016-05-25 14:00:00,114.63475036621094
2016-05-25 15:00:00,123.48690795898438
2016-05-25 16:00:00,136.71334838867188
2016-05-25 17:00:00,184.540283203125
2016-05-25 18:00:00,168.9644317626953
2016-05-25 19:00:00,129.5997772216797
2016-05-25 20:00:00,139.48582458496094
2016-05-25 21:00:00,102.89652252197266
2016-05-25 22:00:00,85.2408447265625
2016-05-25 23:00:00,63.88051986694336
2016-05-26 00:00:00,61.18333053588867
2016-05-26 01:00:00,63.081382751464844
2016-05-26 02:00:00,63.77284622192383
2016-05-26 03:00:00,64.62513732910156
2016-05-26 04:00:00,67.61372375488281
2016-05-26 05:00:00,84.97409057617188
2016-05-26 06:00:00,79.5987548828125
2016-05-26 07:00:00,101.9689712524414
2016-05-26 08:00:00,105.0038833618164
2016-05-26 09:00:00,108.05805969238281
2016-05-26 10:00:00,104.7160415649414
2016-05-26 11:00:00,105.44570922851562
2016-05-26 12:00:00,101.45285034179688
2016-05-26 13:00:00,100.13140869140625
2016-05-26 14:00:00,95.81403350830078
2016-05-26 15:00:00,96.42120361328125
2016-05-26 16:00:00,110.75518798828125
2016-05-26 17:00:00,151.33946228027344
2016-05-26 18:00:00,167.19137573242188
2016-05-26 19:00:00,162.21200561523438
2016-05-26 20:00:00,108.71937561035156
2016-05-26 21:00:00,68.2830810546875
2016-05-26 22:00:00,59.072181701660156
2016-05-26 23:00:00,59.42754364013672
2016-05-27 00:00:00,56.683204650878906
2016-05-27 01:00:00,55.43314743041992
2016-05-27 02:00:00,57.82151794433594
2016-05-27 03:00:00,60.21664810180664
2016-05-27 04:00:00,66.93901062011719
2016-05-27 05:00:00,83.55374908447266
2016-05-27 06:00:00,105.08457946777344
2016-05-27 07:00:00,139.75587463378906
2016-05-27 08:00:00,120.76412200927734
2016-05-27 09:00:00,169.589111328125
2016-05-27 10:00:00,140.74989318847656
2016-05-27 11:00:00,138.19384765625
2016-05-27 12:00:00,131.5740203857422
2016-05-27 13:00:00,108.30127716064453
2016-05-27 14:00:00,99.62199401855469
2016-05-27 15:00:00,96.4953384399414
2016-05-27 16:00:00,99.97892761230469
2016-05-27 17:00:00,142.55630493164062
2016-05-27 18:00:00,190.8717041015625
